# t_sec x y yaw_rad cum_dist_m
0.105 -0.006250 -0.000000 -0.000000 0.000000
0.205 -0.006250 -0.000000 -0.000000 0.000000
0.305 -0.006250 -0.000000 -0.000000 0.000000
0.405 -0.006250 -0.000000 -0.000000 0.000000
0.505 -0.006250 -0.000000 -0.000000 0.000000
0.605 -0.006250 -0.000000 -0.000000 0.000000
0.705 -0.006250 -0.000000 -0.000000 0.000000
0.805 -0.006250 -0.000000 -0.000000 0.000000
0.905 -0.006250 -0.000000 -0.000000 0.000000
1.005 -0.006250 -0.000000 -0.000000 0.000000
1.105 -0.006250 -0.000000 -0.000000 0.000000
1.206 -0.006250 -0.000000 -0.000000 0.000000
1.310 -0.006250 -0.000000 -0.000000 0.000000
1.405 -0.006250 -0.000000 -0.000000 0.000000
1.505 -0.006370 -0.000001 0.006981 0.000120
1.605 -0.006249 0.000001 0.019199 0.000242
1.705 -0.006349 -0.000003 0.043633 0.000341
1.808 -0.006168 0.000008 0.071558 0.000522
1.905 -0.005789 0.000049 0.111701 0.000903
2.005 -0.006008 0.000019 0.143117 0.001124
2.107 -0.006107 0.000004 0.172788 0.001224
2.205 -0.005820 0.000053 0.223402 0.001515
2.305 -0.006014 0.000008 0.240855 0.001715
2.405 -0.005727 0.000086 0.270526 0.002013
2.507 -0.005800 0.000054 0.319395 0.002093
2.605 0.049277 0.041131 0.372759 0.070801
2.705 0.049404 0.041176 0.418138 0.070935
2.805 0.049417 0.041189 0.454790 0.070954
2.905 0.050089 0.041528 0.479224 0.071706
3.005 0.049598 0.041256 0.521287 0.072268
3.105 0.049615 0.041267 0.549037 0.072288
3.205 0.049676 0.041297 0.594416 0.072356
3.305 0.049588 0.041239 0.624261 0.072461
3.406 0.049814 0.041406 0.650441 0.072741
3.505 0.049832 0.041418 0.687093 0.072763
3.607 0.050028 0.041589 0.729155 0.073023
3.705 0.050149 0.041701 0.753590 0.073187
3.804 0.049902 0.041459 0.785006 0.073533
3.905 0.049851 0.041409 0.837366 0.073604
4.004 0.050024 0.041605 0.851503 0.073865
4.105 0.079147 0.046570 0.892574 0.103409
4.207 0.081852 0.047236 0.923314 0.106195
4.305 0.081947 0.047365 0.949494 0.106355
4.405 0.081817 0.047158 0.998538 0.106599
4.505 0.081903 0.047302 1.031525 0.106768
4.605 0.081978 0.047424 1.064860 0.106911
4.705 0.081899 0.047273 1.099767 0.107081
4.805 0.082023 0.047531 1.129438 0.107367
4.905 0.081998 0.047478 1.173071 0.107425
5.005 0.082152 0.047867 1.206232 0.107844
5.105 0.082112 0.047746 1.244629 0.107972
5.206 0.082155 0.047882 1.272555 0.108114
5.305 0.082242 0.048187 1.298735 0.108431
5.405 0.082234 0.048165 1.351094 0.108454
5.505 0.082290 0.048438 1.377274 0.108733
5.605 0.088818 0.037869 1.417285 0.121155
5.705 0.088721 0.037180 1.445210 0.121851
5.805 0.088765 0.037647 1.494079 0.122320
5.907 0.088777 0.037906 1.537712 0.122579
6.007 0.088781 0.038167 1.563892 0.122840
6.105 0.088787 0.038091 1.605780 0.122917
6.205 0.088774 0.038226 1.638942 0.123052
6.305 0.088789 0.038082 1.666867 0.123197
6.405 0.088819 0.037823 1.701773 0.123458
6.505 0.088746 0.038290 1.743661 0.123930
6.605 0.088753 0.038251 1.769841 0.123970
6.705 0.088713 0.038427 1.804748 0.124150
6.808 0.088762 0.038254 1.844890 0.124330
6.912 0.088738 0.038324 1.876306 0.124405
7.005 0.088616 0.038705 1.897425 0.124804
7.105 0.056310 0.020534 1.941456 0.161870
7.206 0.056193 0.020815 1.972872 0.162174
7.310 0.056227 0.020741 2.002542 0.162255
7.410 0.056200 0.020783 2.044605 0.162306
7.506 0.056168 0.020850 2.072356 0.162380
7.605 0.056266 0.020675 2.100281 0.162580
7.706 0.055802 0.021428 2.150895 0.163464
7.819 0.056219 0.020816 2.180566 0.164205
7.905 0.056146 0.020912 2.206746 0.164326
8.005 0.055891 0.021244 2.252124 0.164744
8.108 0.055914 0.021216 2.280050 0.164780
8.205 0.055906 0.021230 2.309720 0.164796
8.305 0.055979 0.021150 2.344627 0.164905
8.410 0.055644 0.021468 2.386515 0.165367
8.505 0.055555 0.021550 2.414440 0.165487
8.605 0.060443 0.020559 2.470050 0.170474
8.705 0.060214 0.020789 2.499854 0.170799
8.805 0.060037 0.020919 2.522543 0.171018
8.905 0.060317 0.020733 2.562686 0.171355
9.005 0.059916 0.020969 2.606319 0.171820
9.105 0.059640 0.021128 2.641226 0.172138
9.205 0.059955 0.020965 2.670896 0.172493
9.305 0.059864 0.021008 2.700567 0.172593
9.404 0.059645 0.021106 2.751182 0.172834
9.505 0.059420 0.021197 2.768635 0.173076
9.605 0.059627 0.021118 2.801796 0.173298
9.705 0.059608 0.021124 2.848920 0.173318
9.805 0.059152 0.021251 2.876845 0.173792
9.907 0.059562 0.021156 2.916988 0.174213
10.010 0.059981 0.021349 2.953362 0.174675
10.105 0.084237 0.025931 2.977220 0.199359
10.204 0.084397 0.025907 3.001655 0.199521
10.310 0.084219 0.025920 3.045288 0.199699
10.412 0.084262 0.025918 3.085431 0.199743
10.505 0.084005 0.025921 3.123828 0.200000
10.605 0.083742 0.025922 -3.129687 0.200263
10.705 0.083861 0.025929 -3.087799 0.200382
10.805 0.083481 0.025900 -3.047656 0.200763
10.905 0.083757 0.025931 -3.024967 0.201041
11.006 0.083681 0.025911 -2.984824 0.201120
11.105 0.083542 0.025886 -2.949918 0.201261
11.205 0.083563 0.025891 -2.935955 0.201282
11.307 0.083524 0.025881 -2.887086 0.201323
11.405 0.083324 0.025826 -2.843453 0.201530
11.505 0.083287 0.025813 -2.817273 0.201569
11.605 0.100173 0.014713 -2.780163 0.221777
11.705 0.100047 0.014659 -2.738276 0.221913
11.805 0.099845 0.014570 -2.706860 0.222134
11.905 0.099922 0.014609 -2.668462 0.222219
12.005 0.099626 0.014449 -2.637046 0.222555
12.105 0.099780 0.014540 -2.609121 0.222734
12.205 0.099699 0.014485 -2.574215 0.222832
12.305 0.099673 0.014478 -2.530581 0.222858
