# t_sec x y yaw_rad cum_dist_m
0.136 0.001562 0.003125 -0.000000 0.000000
0.201 0.001562 0.003125 -0.000000 0.000000
0.301 0.001562 0.003125 -0.000000 0.000000
0.404 0.001562 0.003125 -0.000000 0.000000
0.511 0.001562 0.003125 -0.000000 0.000000
0.601 0.001562 0.003125 -0.000000 0.000000
0.701 0.001562 0.003125 -0.000000 0.000000
0.802 0.001501 0.003125 0.006981 0.000061
0.903 0.001162 0.003120 0.020944 0.000401
1.001 0.001362 0.003129 0.048869 0.000601
1.101 0.001694 0.003152 0.075049 0.000934
1.202 0.001746 0.003152 0.120428 0.000986
1.301 0.001600 0.003133 0.141372 0.001134
1.401 0.001878 0.003177 0.171042 0.001415
1.501 0.001824 0.003165 0.218166 0.001471
1.601 0.001785 0.003156 0.233874 0.001511
1.706 0.002072 0.003237 0.296706 0.001809
1.801 0.001900 0.003181 0.324457 0.001990
1.901 0.001863 0.003168 0.354476 0.002030
2.008 0.002199 0.003299 0.384147 0.002391
2.102 0.002127 0.003262 0.426035 0.002472
2.201 0.002145 0.003274 0.453960 0.002495
2.307 0.048103 0.051473 0.516497 0.069093
2.407 0.047897 0.051349 0.563621 0.069334
2.501 0.047983 0.051404 0.577409 0.069436
2.601 0.048273 0.051599 0.622962 0.069785
2.702 0.047816 0.051262 0.652633 0.070352
2.802 0.048252 0.051608 0.678813 0.070908
2.901 0.048292 0.051630 0.722446 0.070953
3.002 0.048460 0.051799 0.771315 0.071192
3.101 0.048628 0.051965 0.787023 0.071428
3.206 0.048122 0.051427 0.827166 0.072167
3.302 0.048628 0.052027 0.870799 0.072952
3.401 0.048676 0.052085 0.891743 0.073027
3.501 0.048666 0.052070 0.942357 0.073045
3.601 0.048699 0.052119 0.972028 0.073104
3.701 0.048802 0.052285 1.008680 0.073300
3.806 0.059553 0.041714 1.033061 0.088378
3.909 0.062241 0.037764 1.071330 0.093155
4.001 0.062298 0.037873 1.097509 0.093278
4.101 0.062530 0.038357 1.144633 0.093815
4.201 0.062514 0.038319 1.172733 0.093855
4.301 0.062359 0.037924 1.200484 0.094280
4.401 0.062384 0.038024 1.247782 0.094384
4.514 0.062474 0.038290 1.280944 0.094665
4.607 0.062439 0.038179 1.308869 0.094782
4.706 0.062530 0.038544 1.336794 0.095159
4.801 0.062585 0.038810 1.383918 0.095430
4.907 0.062619 0.038981 1.418999 0.095604
5.005 0.062582 0.038686 1.452160 0.095901
5.101 0.062583 0.038710 1.481831 0.095926
5.202 0.062596 0.038888 1.509756 0.096104
5.323 0.103185 0.041317 1.544910 0.136766
5.401 0.103185 0.041739 1.583307 0.137189
5.501 0.103183 0.042054 1.630431 0.137504
5.601 0.103186 0.041996 1.654866 0.137562
5.704 0.103170 0.042145 1.681046 0.137712
5.808 0.103190 0.041986 1.728169 0.137871
5.902 0.103145 0.042228 1.754349 0.138117
6.002 0.103152 0.042206 1.789256 0.138139
6.101 0.103150 0.042206 1.832889 0.138141
6.218 0.103095 0.042399 1.848597 0.138342
6.306 0.103036 0.042594 1.883504 0.138546
6.406 0.103086 0.042451 1.925392 0.138697
6.503 0.102978 0.042715 1.963789 0.138982
6.601 0.102964 0.042750 1.989969 0.139020
6.702 0.094567 0.040887 2.049150 0.147621
6.802 0.094427 0.041150 2.061368 0.147919
6.902 0.094387 0.041224 2.099765 0.148003
7.002 0.094333 0.041296 2.146889 0.148093
7.102 0.094289 0.041363 2.160851 0.148173
7.202 0.094498 0.041085 2.213037 0.148521
7.302 0.094146 0.041533 2.249863 0.149090
7.402 0.093855 0.041892 2.262081 0.149552
7.505 0.094128 0.041571 2.303968 0.149973
7.602 0.094047 0.041658 2.328403 0.150092
7.704 0.094387 0.041319 2.359994 0.150573
7.801 0.093694 0.041978 2.386173 0.151529
7.902 0.093886 0.041829 2.433297 0.151772
8.001 0.094254 0.041525 2.463142 0.152250
8.118 0.093722 0.041943 2.482167 0.152927
8.201 0.071965 0.028365 2.533708 0.178573
8.301 0.072080 0.028287 2.566695 0.178713
8.405 0.072181 0.028224 2.603521 0.178832
8.501 0.071973 0.028339 2.652390 0.179069
8.607 0.071958 0.028349 2.680665 0.179087
8.701 0.071822 0.028414 2.694627 0.179238
8.801 0.072006 0.028333 2.738261 0.179438
8.901 0.071703 0.028445 2.781894 0.179761
9.001 0.071524 0.028510 2.794111 0.179952
9.102 0.071795 0.028432 2.841235 0.180234
9.202 0.071868 0.028407 2.869160 0.180311
9.302 0.071289 0.028560 2.895340 0.180910
9.402 0.071729 0.028459 2.933737 0.181361
9.501 0.071477 0.028508 2.963408 0.181619
9.608 0.071155 0.028545 3.021004 0.181942
9.701 0.071060 0.028558 3.054165 0.182039
9.801 0.071560 0.028528 3.089072 0.182539
9.910 0.082670 0.029968 3.122951 0.193742
10.001 0.105112 0.032841 -3.123848 0.216368
10.101 0.105529 0.032858 -3.074978 0.216785
10.202 0.105395 0.032847 -3.052289 0.216919
10.303 0.105220 0.032830 -3.013892 0.217095
10.401 0.105458 0.032864 -2.991202 0.217335
10.502 0.104810 0.032747 -2.944079 0.217993
10.601 0.105521 0.032906 -2.909172 0.218721
10.702 0.105057 0.032782 -2.869029 0.219201
10.803 0.105117 0.032803 -2.828887 0.219264
10.903 0.104853 0.032711 -2.792235 0.219543
11.001 0.104609 0.032620 -2.781588 0.219803
11.101 0.104535 0.032594 -2.729229 0.219882
11.218 0.104735 0.032686 -2.706365 0.220102
11.301 0.104533 0.032576 -2.654005 0.220332
11.402 0.104358 0.032480 -2.633235 0.220532
11.501 0.102642 0.027914 -2.583777 0.225410
11.607 0.102434 0.027773 -2.541889 0.225661
11.708 0.102286 0.027671 -2.529672 0.225841
11.801 0.102688 0.027966 -2.489355 0.226340
11.901 0.102296 0.027650 -2.438915 0.226844
12.001 0.102523 0.027848 -2.412735 0.227144
12.103 0.102172 0.027524 -2.377829 0.227622
12.203 0.101801 0.027159 -2.355139 0.228142
12.302 0.102629 0.028023 -2.311506 0.229338
12.401 0.101770 0.027046 -2.283581 0.230639
12.505 0.101688 0.026951 -2.260891 0.230764
12.602 0.102260 0.027679 -2.212022 0.231690
12.703 0.102209 0.027624 -2.168389 0.231765
12.801 0.096865 0.033810 -2.143931 0.239941
12.901 0.087019 0.044081 -2.106826 0.254168
13.001 0.087020 0.044065 -2.068429 0.254184
13.101 0.086493 0.043053 -2.040503 0.255325
13.201 0.086439 0.042945 -2.010833 0.255445
13.301 0.086705 0.043536 -1.984653 0.256093
13.402 0.086642 0.043371 -1.946256 0.256271
13.501 0.086537 0.043088 -1.913094 0.256572
13.604 0.086506 0.042994 -1.881678 0.256671
13.707 0.086534 0.043086 -1.839791 0.256768
13.806 0.086508 0.042991 -1.827573 0.256866
13.901 0.086518 0.043065 -1.762996 0.256941
14.001 0.086518 0.043067 -1.742052 0.256943
14.109 0.086498 0.042992 -1.691438 0.257020
14.202 0.086503 0.043031 -1.675730 0.257059
14.312 0.086459 0.042550 -1.649550 0.257542
14.401 0.086458 0.042383 -1.586718 0.257709
14.501 0.086457 0.042180 -1.558793 0.257912
14.603 0.086458 0.042102 -1.530693 0.257990
14.701 0.043758 0.070008 -1.434480 0.308999
14.805 0.032701 0.076936 -1.394472 0.322048
14.901 0.032619 0.077361 -1.366721 0.322481
15.001 0.032755 0.076774 -1.322913 0.323083
15.101 0.032727 0.076871 -1.291497 0.323183
15.201 0.032689 0.077002 -1.263572 0.323320
15.301 0.032709 0.076920 -1.214528 0.323404
15.402 0.032667 0.077033 -1.186603 0.323525
15.501 0.032956 0.076353 -1.158678 0.324264
15.601 0.032859 0.076544 -1.115044 0.324478
15.704 0.032825 0.076613 -1.092355 0.324555
15.803 0.032972 0.076339 -1.057449 0.324865
15.902 0.032955 0.076370 -1.024287 0.324901
16.001 0.032869 0.076505 -0.994617 0.325061
16.109 -0.018712 0.062062 -0.908298 0.378625
16.209 -0.018574 0.061889 -0.857684 0.378847
16.302 -0.018839 0.062186 -0.838485 0.379245
16.402 -0.018900 0.062260 -0.807069 0.379342
16.501 -0.018689 0.062031 -0.761691 0.379653
16.602 -0.018905 0.062231 -0.728529 0.379948
16.701 -0.018419 0.061814 -0.705840 0.380588
16.805 -0.018592 0.061950 -0.676169 0.380807
16.903 -0.018559 0.061932 -0.648070 0.380844
17.002 -0.018410 0.061798 -0.595710 0.381045
17.102 -0.018593 0.061920 -0.569530 0.381264
17.201 -0.017822 0.061447 -0.541605 0.382169
17.301 -0.017906 0.061489 -0.506698 0.382263
17.403 -0.017905 0.061491 -0.468301 0.382265
17.502 -0.017922 0.061499 -0.457829 0.382284
17.602 -0.025067 0.052802 -0.407684 0.393540
17.703 -0.033962 0.042252 -0.363647 0.407339
17.802 -0.034307 0.042378 -0.339212 0.407707
17.902 -0.033704 0.042190 -0.293834 0.408339
18.001 -0.034259 0.042338 -0.251946 0.408913
18.107 -0.033982 0.042278 -0.217039 0.409197
18.202 -0.033577 0.042193 -0.185623 0.409611
18.307 -0.033662 0.042208 -0.159443 0.409698
18.401 -0.033407 0.042168 -0.117556 0.409956
18.501 -0.033723 0.042202 -0.103593 0.410274
18.601 -0.033579 0.042192 -0.066941 0.410417
18.701 -0.033579 0.042192 -0.058214 0.410418
18.803 -0.033780 0.042199 -0.023308 0.410619
18.902 -0.034157 0.042204 0.018580 0.410996
19.003 -0.034017 0.042208 0.034288 0.411136
19.103 -0.002901 0.034651 0.076388 0.443157
19.202 -0.002397 0.034688 0.072723 0.443661
19.302 -0.002397 0.034688 0.072723 0.443661
19.401 -0.002397 0.034688 0.072723 0.443661
19.502 -0.002397 0.034688 0.072723 0.443661
19.605 -0.002397 0.034688 0.072723 0.443661
19.701 -0.002397 0.034688 0.072723 0.443661
19.802 -0.002397 0.034688 0.072723 0.443661
19.903 -0.002397 0.034688 0.072723 0.443661
20.002 -0.002397 0.034688 0.072723 0.443661
20.102 -0.002397 0.034688 0.072723 0.443661
20.204 -0.002397 0.034688 0.072723 0.443661
20.302 -0.002397 0.034688 0.072723 0.443661
20.401 0.001562 0.034929 0.055269 0.447628
20.501 0.015071 0.035510 0.032405 0.461150
20.602 0.024460 0.035799 0.032405 0.470543
20.701 0.041752 0.036412 0.039561 0.487846
20.801 0.053758 0.036957 0.048288 0.499864
20.901 0.065069 0.037603 0.063996 0.511194
21.001 0.082210 0.038753 0.067661 0.528373
21.104 0.096666 0.039744 0.069406 0.542863
21.206 0.114393 0.041003 0.072897 0.560635
21.301 0.120199 0.041427 0.072897 0.566456
21.401 0.138019 0.042770 0.076388 0.584327
21.502 0.155844 0.044166 0.079878 0.602206
21.604 0.164654 0.044897 0.085114 0.611046
21.701 0.185294 0.046678 0.088605 0.631763
21.807 0.202987 0.048264 0.090350 0.649528
21.903 0.213920 0.049274 0.092096 0.660506
22.002 0.228102 0.050650 0.101171 0.674755
22.103 0.238924 0.051773 0.104837 0.685635
22.201 0.255559 0.053589 0.110247 0.702370
22.301 0.293325 0.066358 0.117778 0.742235
22.401 0.371854 0.091995 0.135622 0.824843
22.501 0.383557 0.093592 0.135622 0.836655
22.601 0.398109 0.095594 0.137367 0.851344
22.704 0.415585 0.098020 0.139113 0.868987
22.801 0.426451 0.099531 0.137367 0.879958
22.901 0.446611 0.102318 0.137367 0.900310
23.001 0.457787 0.103843 0.135622 0.911589
23.101 0.468869 0.105356 0.135622 0.922774
23.202 0.483460 0.107182 0.117994 0.937479
23.301 0.500672 0.109130 0.108918 0.954801
23.401 0.512056 0.110391 0.110838 0.966254
23.501 0.529530 0.112319 0.108918 0.983834
23.601 0.544052 0.113776 0.098272 0.998430
23.701 0.555413 0.114853 0.089545 1.009841
23.803 0.573401 0.116382 0.082564 1.027894
23.901 0.587641 0.117461 0.073837 1.042175
24.001 0.599383 0.118303 0.070172 1.053947
24.102 0.616957 0.119538 0.070172 1.071565
24.203 0.631758 0.120530 0.066507 1.086399
24.303 0.646340 0.121455 0.063016 1.101010
24.401 0.658028 0.122193 0.063016 1.112721
24.501 0.676018 0.123264 0.056035 1.130743
24.604 0.684998 0.123716 0.047308 1.139735
24.701 0.703071 0.124343 0.024444 1.157818
24.802 0.710996 0.124504 0.019208 1.165745
24.924 0.728677 0.124552 -0.008717 1.183426
25.001 0.748097 0.124247 -0.015698 1.202849
25.101 0.758846 0.124078 -0.015698 1.213599
25.203 0.772953 0.123867 -0.013953 1.227707
25.301 0.790668 0.123646 -0.012207 1.245424
25.411 0.806222 0.145845 -0.027964 1.272529
25.507 0.840628 0.177399 -0.051876 1.319214
25.602 0.855010 0.176667 -0.051876 1.333614
25.702 0.863826 0.176214 -0.050130 1.342442
25.808 0.886468 0.175093 -0.048385 1.365112
25.905 0.898361 0.174517 -0.048385 1.377019
26.002 0.915661 0.173739 -0.043149 1.394336
26.101 0.929579 0.173192 -0.037913 1.408265
26.204 0.940498 0.172811 -0.032677 1.419190
26.302 0.957692 0.172359 -0.016969 1.436390
26.402 0.962720 0.172291 -0.013478 1.441419
26.505 0.974186 0.172241 0.002230 1.452885
26.604 0.988090 0.172408 0.018112 1.466790
26.701 1.004358 0.172827 0.032075 1.483063
26.801 1.015156 0.173097 0.023348 1.493864
26.901 1.033050 0.173416 0.016367 1.511761
27.001 1.044196 0.173676 0.025093 1.522911
27.102 1.052143 0.173889 0.026839 1.530860
27.201 1.075197 0.174485 0.021603 1.553923
27.301 1.088195 0.174717 0.014621 1.566922
27.401 1.099073 0.174840 0.009036 1.577801
27.501 1.116799 0.174968 0.003800 1.595528
27.601 1.125964 0.174998 0.002055 1.604692
27.702 1.143102 0.175008 -0.001436 1.621831
27.816 1.163618 0.174970 -0.004926 1.642347
27.901 1.173672 0.174938 -0.003181 1.652400
28.002 1.190686 0.174934 0.000310 1.669415
28.101 1.205440 0.175011 0.005546 1.684169
28.203 1.211154 0.175047 0.007291 1.689883
28.304 1.225292 0.175136 0.005546 1.704021
28.402 1.242393 0.175283 0.010956 1.721123
28.502 1.260563 0.175514 0.012702 1.739294
28.603 1.274799 0.175504 -0.008242 1.753530
28.701 1.281712 0.236267 0.053368 1.814685
28.801 1.298080 0.242358 0.054118 1.832150
28.901 1.316282 0.243321 0.052198 1.850377
29.001 1.331124 0.244114 0.054118 1.865240
29.107 1.339572 0.244571 0.054118 1.873700
29.201 1.357192 0.245557 0.054118 1.891349
29.305 1.368843 0.246188 0.054118 1.903016
29.402 1.380923 0.246847 0.055863 1.915114
29.501 1.401195 0.248072 0.062845 1.935423
29.602 1.418965 0.249201 0.062845 1.953229
29.702 1.433772 0.250164 0.064590 1.968067
29.803 1.446003 0.250983 0.068081 1.980326
29.901 1.463605 0.252156 0.066335 1.997967
30.001 1.475523 0.252803 0.050453 2.009903
30.116 1.484188 0.253201 0.041726 2.018577
30.201 1.507317 0.253965 0.038235 2.041718
30.301 1.517659 0.254384 0.045217 2.052068
30.401 1.532574 0.255175 0.061099 2.067004
30.501 1.539997 0.255676 0.068081 2.074444
30.602 1.550023 0.256405 0.071571 2.084497
30.701 1.560411 0.257142 0.069826 2.094911
30.801 1.580303 0.258597 0.076807 2.114856
30.906 1.595561 0.259810 0.082218 2.130163
31.002 1.604590 0.260554 0.082218 2.139222
31.101 1.619115 0.261794 0.085883 2.153800
31.201 1.639681 0.263585 0.087628 2.174443
31.318 1.651065 0.264570 0.085883 2.185870
31.401 1.662564 0.265560 0.085883 2.197411
31.502 1.676943 0.266788 0.084138 2.211843
31.601 1.694216 0.268234 0.082218 2.229177
31.701 1.705916 0.269198 0.082218 2.240916
31.802 1.717284 0.270109 0.078553 2.252320
31.905 1.747566 0.297496 0.071338 2.293150
32.005 1.782427 0.350178 0.084754 2.356321
32.102 1.797421 0.351471 0.089990 2.371370
32.205 1.814278 0.352958 0.086499 2.388293
32.302 1.824931 0.353859 0.083009 2.398984
32.401 1.845419 0.355503 0.077773 2.419538
32.502 1.857510 0.356384 0.069046 2.431661
32.601 1.869325 0.357212 0.069046 2.443505
32.708 1.881005 0.357987 0.065381 2.455210
32.801 1.901124 0.359250 0.060145 2.475370
32.903 1.912281 0.359897 0.056654 2.486545
33.001 1.932163 0.361015 0.056654 2.506459
33.105 1.937323 0.361307 0.056654 2.511627
33.201 1.954892 0.362319 0.056654 2.529225
33.301 1.970116 0.363161 0.054909 2.544472
33.401 1.986907 0.363984 0.044437 2.561283
33.501 1.998273 0.364454 0.039201 2.572659
33.601 2.018861 0.364759 -0.004432 2.593249
33.706 2.027870 0.364616 -0.021886 2.602259
33.802 2.041587 0.364077 -0.044575 2.615987
33.901 2.058706 0.363139 -0.063774 2.633132
34.001 2.074352 0.361986 -0.081401 2.648820
34.101 2.086771 0.360882 -0.093793 2.661288
34.202 2.095858 0.359981 -0.104265 2.670419
34.301 2.109509 0.358446 -0.118228 2.684157
34.401 2.116058 0.357620 -0.128700 2.690758
34.502 2.124794 0.356470 -0.133936 2.699569
34.601 2.139105 0.354545 -0.128700 2.714009
34.702 2.152273 0.352868 -0.121719 2.727283
34.801 2.169295 0.350956 -0.102520 2.744412
34.901 2.214777 0.370331 -0.169391 2.793849
35.002 2.228455 0.373754 -0.188006 2.807949
35.101 2.245925 0.370496 -0.180850 2.825720
35.203 2.263360 0.367491 -0.161128 2.843412
35.304 2.277992 0.365275 -0.140184 2.858211
35.401 2.289123 0.363812 -0.126222 2.869437
35.501 2.306759 0.362003 -0.089570 2.887166
35.601 2.315336 0.361324 -0.073862 2.895769
35.701 2.326196 0.360639 -0.056408 2.906651
35.801 2.346384 0.359927 -0.014521 2.926852
35.901 2.364245 0.360103 0.023877 2.944714
36.001 2.375979 0.360404 0.027367 2.956452
36.101 2.390563 0.360885 0.036094 2.971043
36.201 2.408559 0.361807 0.064019 2.989063
36.301 2.419666 0.362656 0.083218 3.000203
36.401 2.431414 0.363673 0.086709 3.011995
36.501 2.445837 0.365011 0.098926 3.026479
36.602 2.462277 0.366652 0.100671 3.043002
36.701 2.472948 0.367716 0.100671 3.053725
36.801 2.493343 0.369955 0.114634 3.074243
36.931 2.505338 0.371370 0.118299 3.086321
37.004 2.519993 0.373112 0.118299 3.101079
37.102 2.531591 0.374506 0.118299 3.112761
37.201 2.549132 0.376611 0.118299 3.130427
37.302 2.566976 0.378742 0.118299 3.148398
37.402 2.581042 0.380434 0.120044 3.162565
37.501 2.592778 0.381850 0.120044 3.174387
37.602 2.598594 0.382557 0.121790 3.180245
37.702 2.622127 0.385460 0.123535 3.203957
37.802 2.633003 0.386820 0.123535 3.214917
37.901 2.641177 0.387835 0.123535 3.223154
38.001 2.650394 0.490384 0.252888 3.326117
38.106 2.661716 0.493356 0.254633 3.337822
38.204 2.667517 0.494770 0.233689 3.343793
38.301 2.687611 0.498819 0.169112 3.364291
38.401 2.701591 0.501076 0.151484 3.378452
38.504 2.716657 0.503204 0.134031 3.393668
38.601 2.734439 0.505535 0.125304 3.411602
38.702 2.740094 0.506247 0.125304 3.417301
38.801 2.751792 0.507627 0.114658 3.429081
38.902 2.778479 0.510618 0.107677 3.455934
39.003 2.783984 0.511227 0.111167 3.461473
39.103 2.800894 0.513095 0.111167 3.478486
39.202 2.815320 0.514705 0.111167 3.493002
39.301 2.832961 0.516669 0.111167 3.510752
39.401 2.844399 0.517896 0.104186 3.522255
39.501 2.864057 0.519907 0.100695 3.542016
39.602 2.875804 0.521058 0.097205 3.553819
39.701 2.887775 0.522220 0.095459 3.565847
39.817 2.899503 0.523291 0.088303 3.577624
39.903 2.920436 0.525051 0.079577 3.598630
40.001 2.931758 0.525943 0.077831 3.609987
40.109 2.951839 0.527484 0.076086 3.630127
40.203 2.960451 0.528141 0.076086 3.638764
40.302 2.966466 0.528600 0.076086 3.644796
40.401 2.992430 0.530468 0.067359 3.670827
40.501 3.004072 0.531224 0.063869 3.682495
40.602 3.015868 0.531979 0.063869 3.694314
40.701 3.036276 0.533284 0.063869 3.714765
40.802 3.042034 0.533652 0.063869 3.720534
40.912 3.058959 0.534744 0.065614 3.737495
41.001 3.078844 0.536071 0.065614 3.757423
41.103 3.084617 0.536450 0.065614 3.763209
41.202 3.071423 0.600697 0.013321 3.828797
41.302 3.089033 0.600897 0.008085 3.846408
41.402 3.095450 0.600925 0.002849 3.852825
41.502 3.114744 0.600841 -0.013033 3.872119
41.601 3.125622 0.600681 -0.013033 3.882999
41.701 3.143543 0.600420 -0.014779 3.900922
41.802 3.158360 0.600149 -0.021760 3.915741
41.902 3.172928 0.599832 -0.021760 3.930313
42.002 3.193241 0.599344 -0.023505 3.950631
42.102 3.204727 0.599059 -0.025251 3.962120
42.202 3.216356 0.598786 -0.023505 3.973753
42.301 3.236538 0.598296 -0.025251 3.993941
42.401 3.247523 0.598018 -0.025251 4.004929
42.502 3.259090 0.597747 -0.021760 4.016500
42.601 3.279465 0.597335 -0.020015 4.036878
42.701 3.290952 0.597114 -0.020015 4.048368
42.801 3.296876 0.596985 -0.021760 4.054293
42.901 3.317551 0.596607 -0.016524 4.074971
43.001 3.334880 0.596351 -0.013033 4.092302
43.101 3.346356 0.596212 -0.011288 4.103779
43.202 3.360598 0.595996 -0.016524 4.118023
43.301 3.378005 0.595638 -0.021760 4.135433
