# t_sec x y yaw_rad cum_dist_m
0.102 0.006290 0.003125 0.000000 0.000000
0.201 0.006290 0.003125 0.000000 0.000000
0.301 0.006290 0.003125 0.000000 0.000000
0.404 0.006290 0.003125 0.000000 0.000000
0.504 0.006290 0.003125 0.000000 0.000000
0.603 0.006290 0.003125 0.000000 0.000000
0.701 0.006290 0.003125 0.000000 0.000000
0.801 0.006290 0.003125 0.000000 0.000000
0.902 0.006290 0.003125 0.000000 0.000000
1.001 0.006290 0.003125 0.000000 0.000000
1.102 0.006290 0.003125 0.000000 0.000000
1.201 -0.004652 0.000003 -0.000014 0.011379
1.301 -0.004652 0.000003 -0.000014 0.011379
1.401 -0.004652 0.000003 -0.000014 0.011379
1.502 -0.004652 0.000003 -0.000014 0.011379
1.601 -0.004652 0.000003 -0.000014 0.011379
1.702 -0.004652 0.000003 -0.000014 0.011379
1.801 -0.004652 0.000003 -0.000014 0.011379
1.901 -0.004652 0.000003 -0.000014 0.011379
2.002 -0.004652 0.000003 -0.000014 0.011379
2.101 -0.004652 0.000003 -0.000014 0.011379
2.203 -0.004652 0.000003 -0.000014 0.011379
2.301 -0.004652 0.000003 -0.000014 0.011379
2.401 -0.004652 0.000003 -0.000014 0.011379
2.501 -0.004652 0.000003 -0.000014 0.011379
2.601 -0.004652 0.000003 -0.000014 0.011379
2.701 -0.004852 0.000001 0.012203 0.011579
2.801 -0.004890 0.000001 0.026166 0.011617
2.901 -0.004709 0.000007 0.047110 0.011798
3.002 -0.004862 0.000001 0.088998 0.011951
3.102 -0.004500 0.000038 0.116923 0.012315
3.201 -0.004817 -0.000007 0.153575 0.012636
3.302 -0.004935 -0.000027 0.190227 0.012755
3.401 -0.004739 0.000014 0.216407 0.012955
3.502 -0.004757 0.000010 0.244332 0.012973
3.601 -0.004837 -0.000013 0.291456 0.013057
3.701 -0.005128 -0.000104 0.319381 0.013361
3.801 -0.005027 -0.000067 0.349052 0.013468
3.901 -0.004777 0.000027 0.383958 0.013735
4.001 -0.005199 -0.000152 0.424101 0.014193
4.101 -0.004672 0.000096 0.448535 0.014775
4.201 -0.004899 -0.000026 0.488678 0.015032
4.301 -0.004783 0.000048 0.532311 0.015169
4.403 0.032872 0.044097 0.556983 0.073119
4.501 0.039172 0.051417 0.606465 0.082778
4.604 0.039342 0.051535 0.638056 0.082984
4.701 0.039182 0.051414 0.657080 0.083184
4.801 0.039348 0.051558 0.702633 0.083404
4.903 0.039184 0.051411 0.732129 0.083625
5.003 0.039009 0.051247 0.761800 0.083864
5.101 0.039056 0.051291 0.801942 0.083928
5.201 0.039025 0.051264 0.840339 0.083968
5.302 0.039304 0.051587 0.868439 0.084395
5.402 0.039205 0.051460 0.904917 0.084556
5.501 0.039200 0.051473 0.946979 0.084570
5.601 0.039447 0.051822 0.966352 0.084997
5.701 0.082277 0.020303 1.027449 0.138175
5.804 0.082305 0.020351 1.067591 0.138230
5.902 0.082446 0.020616 1.090281 0.138530
6.002 0.082374 0.020473 1.118206 0.138691
6.101 0.082472 0.020685 1.160094 0.138925
6.201 0.082272 0.020204 1.186274 0.139446
6.301 0.082422 0.020629 1.238634 0.139896
6.403 0.082375 0.020478 1.264814 0.140054
6.501 0.082310 0.020268 1.292739 0.140274
6.601 0.082319 0.020301 1.324155 0.140307
6.701 0.082324 0.020320 1.364297 0.140328
6.802 0.082292 0.020155 1.393968 0.140495
6.901 0.082297 0.020173 1.423639 0.140514
7.010 0.082252 0.019797 1.470762 0.140892
7.102 0.082291 0.020235 1.482980 0.141330
7.201 0.082279 0.020095 1.482980 0.141471
7.304 0.082266 0.019956 1.482980 0.141610
7.401 0.082258 0.019857 1.491706 0.141710
7.501 0.082229 0.019478 1.495197 0.142090
7.601 0.082220 0.019375 1.523122 0.142192
7.704 0.089316 0.014967 1.567221 0.150546
7.801 0.104347 0.005177 1.623155 0.168484
7.901 0.104367 0.004877 1.651080 0.168785
8.002 0.104383 0.004718 1.677260 0.168945
8.101 0.104340 0.005014 1.724384 0.169243
8.209 0.104331 0.005073 1.750564 0.169304
8.304 0.104374 0.004857 1.781980 0.169524
8.401 0.104378 0.004835 1.818632 0.169547
8.506 0.104308 0.005106 1.851793 0.169826
8.603 0.104397 0.004823 1.883209 0.170123
8.701 0.104321 0.005028 1.925097 0.170342
8.804 0.104349 0.004954 1.953197 0.170422
8.901 0.104306 0.005042 1.998401 0.170520
9.001 0.104324 0.005008 2.019345 0.170559
9.103 0.104423 0.004815 2.049015 0.170776
9.210 0.104281 0.005063 2.101375 0.171062
9.301 0.104413 0.004848 2.127555 0.171314
9.403 0.103138 0.005524 2.174606 0.172757
9.501 0.100534 0.007190 2.219431 0.175848
9.601 0.100859 0.006791 2.259574 0.176363
9.703 0.100884 0.006760 2.289244 0.176402
9.801 0.100924 0.006730 2.338113 0.176452
9.904 0.100582 0.007064 2.369529 0.176931
10.002 0.100537 0.007111 2.399200 0.176995
10.101 0.100919 0.006770 2.427125 0.177507
10.201 0.100534 0.007091 2.470759 0.178007
10.304 0.100852 0.006852 2.500429 0.178405
10.402 0.100871 0.006833 2.533590 0.178431
10.502 0.100671 0.006968 2.571988 0.178672
10.601 0.100928 0.006807 2.599913 0.178975
10.702 0.100768 0.006899 2.633249 0.179160
10.802 0.101318 0.006611 2.675137 0.179781
10.902 0.101008 0.006762 2.703062 0.180126
11.001 0.100752 0.006878 2.736223 0.180407
11.101 0.101364 0.006625 2.779856 0.181069
11.202 0.100806 0.006826 2.804291 0.181662
11.302 0.079040 -0.005432 2.820623 0.206642
11.401 0.069760 -0.011091 2.867778 0.217511
11.501 0.069783 -0.011097 2.895703 0.217534
11.604 0.069244 -0.010984 2.939337 0.218085
11.702 0.069444 -0.011019 2.970753 0.218287
11.807 0.069802 -0.011076 3.003914 0.218649
11.902 0.069159 -0.011002 3.049292 0.219296
12.003 0.069398 -0.011020 3.066746 0.219536
12.101 0.069677 -0.011037 3.099907 0.219816
12.201 0.069616 -0.011038 -3.136154 0.219877
12.301 0.069743 -0.011036 -3.102993 0.220004
12.401 0.132311 -0.006109 -3.055347 0.282766
12.501 0.132568 -0.006081 -3.029167 0.283024
12.602 0.132409 -0.006107 -2.992515 0.283184
12.701 0.132128 -0.006149 -2.959354 0.283468
12.804 0.132619 -0.006048 -2.913975 0.283969
12.902 0.131979 -0.006208 -2.882559 0.284629
13.001 0.131979 -0.006209 -2.856379 0.284630
13.101 0.132077 -0.006181 -2.816237 0.284732
13.202 0.132267 -0.006111 -2.783075 0.284934
13.301 0.132116 -0.006170 -2.756895 0.285097
13.401 0.132175 -0.006141 -2.716753 0.285162
13.501 0.132336 -0.006066 -2.687082 0.285340
13.601 0.132391 -0.006041 -2.646940 0.285400
13.701 0.132200 -0.006150 -2.612033 0.285619
13.807 0.131601 0.005004 -2.564142 0.296790
13.903 0.131900 0.005202 -2.520508 0.297149
14.001 0.131466 0.004880 -2.489093 0.297690
14.102 0.131559 0.004954 -2.464658 0.297809
14.201 0.132050 0.005364 -2.426086 0.298448
14.302 0.131545 0.004905 -2.384198 0.299131
14.401 0.131703 0.005059 -2.363080 0.299351
14.501 0.131594 0.004942 -2.321192 0.299511
14.601 0.131579 0.004927 -2.282795 0.299532
14.701 0.131632 0.004988 -2.256615 0.299612
14.801 0.131458 0.004769 -2.230435 0.299892
14.901 0.131828 0.005270 -2.188547 0.300515
15.008 0.131506 0.004791 -2.155386 0.301093
15.109 0.131563 0.004894 -2.123970 0.301211
15.201 0.131657 0.005050 -2.083827 0.301393
15.301 0.131578 0.004949 -2.054180 0.301521
15.404 0.124051 0.021991 -2.039482 0.320151
15.501 0.123966 0.021812 -1.995849 0.320349
15.601 0.124106 0.022149 -1.964433 0.320714
15.701 0.123997 0.021868 -1.934763 0.321016
15.802 0.123984 0.021849 -1.892875 0.321038
15.905 0.124066 0.022098 -1.865124 0.321301
16.004 0.124005 0.021868 -1.819571 0.321539
16.101 0.123996 0.021830 -1.784664 0.321578
16.201 0.124027 0.021987 -1.763895 0.321738
16.301 0.123998 0.021824 -1.720262 0.321904
16.401 0.123987 0.021725 -1.688671 0.322004
16.502 0.123970 0.021566 -1.658826 0.322164
16.601 0.123959 0.021367 -1.622174 0.322363
16.701 0.123959 0.021387 -1.594249 0.322384
16.801 0.092701 0.020509 -1.523022 0.353654
16.901 0.062124 0.019383 -1.468120 0.384252
17.002 0.062145 0.019203 -1.433213 0.384433
17.101 0.062153 0.019155 -1.401797 0.384482
17.208 0.062190 0.018956 -1.366890 0.384684
17.301 0.062146 0.019153 -1.338965 0.384885
17.402 0.062181 0.019016 -1.302313 0.385025
17.501 0.062171 0.019040 -1.260425 0.385051
17.601 0.062118 0.019192 -1.229009 0.385211
17.701 0.062229 0.018901 -1.204575 0.385522
17.801 0.062105 0.019193 -1.152215 0.385839
17.901 0.062121 0.019161 -1.126035 0.385874
18.001 0.062102 0.019197 -1.101600 0.385914
18.107 0.062236 0.018949 -1.056222 0.386195
18.204 0.062197 0.019014 -1.028297 0.386272
18.302 0.062188 0.019031 -1.000371 0.386291
18.401 0.006695 0.047860 -0.899095 0.448825
18.501 0.006665 0.047896 -0.872915 0.448872
18.606 0.006699 0.047852 -0.843245 0.448928
18.701 0.006574 0.047994 -0.796121 0.449117
18.801 0.006903 0.047669 -0.766450 0.449579
18.902 0.006786 0.047778 -0.736780 0.449739
19.001 0.006626 0.047922 -0.689656 0.449954
19.101 0.007018 0.047606 -0.663476 0.450457
19.208 0.006791 0.047775 -0.642357 0.450740
19.301 0.006422 0.048049 -0.588252 0.451200
19.401 0.006592 0.047940 -0.560327 0.451402
19.503 0.006662 0.047899 -0.534147 0.451482
19.601 0.006850 0.047791 -0.483358 0.451700
19.703 0.006456 0.047990 -0.462239 0.452142
19.801 0.006695 0.047878 -0.437630 0.452405
19.902 -0.001755 0.021754 -0.359425 0.479862
20.002 -0.001901 0.021810 -0.329754 0.480018
20.101 -0.001559 0.021698 -0.300258 0.480379
20.201 -0.001572 0.021704 -0.256450 0.480394
20.301 -0.001689 0.021732 -0.226780 0.480514
20.402 -0.002059 0.021808 -0.195364 0.480892
20.501 -0.001346 0.021697 -0.146495 0.481613
20.601 -0.000845 0.021629 -0.121885 0.482119
20.701 -0.002522 0.021799 -0.081743 0.483804
20.801 -0.001984 0.021767 -0.053818 0.484342
20.903 -0.002205 0.021768 -0.011930 0.484563
21.001 -0.001966 0.021771 0.017741 0.484803
21.101 -0.002283 0.021757 0.049157 0.485120
21.201 -0.002306 0.021759 0.075337 0.485143
21.301 0.019684 -0.013157 0.101453 0.526406
21.401 0.019684 -0.013157 0.101453 0.526407
21.501 0.019664 -0.013159 0.101453 0.526427
21.601 0.019664 -0.013159 0.101453 0.526427
21.701 0.019664 -0.013159 0.101453 0.526427
21.801 0.019664 -0.013159 0.101453 0.526427
21.901 0.019664 -0.013159 0.101453 0.526427
22.001 0.019664 -0.013159 0.101453 0.526427
22.101 0.020971 -0.013024 0.103198 0.527740
22.201 0.027542 -0.012343 0.103198 0.534346
22.301 0.035877 -0.011458 0.108434 0.542728
22.401 0.054544 -0.009225 0.124142 0.561529
22.501 0.066126 -0.007739 0.127633 0.573205
22.602 0.076924 -0.006348 0.129378 0.584092
22.701 0.092832 -0.004293 0.127633 0.600133
22.802 0.110211 -0.002052 0.129378 0.617656
22.901 0.125274 -0.000139 0.120652 0.632840
23.001 0.136552 0.001214 0.118906 0.644199
23.102 0.151114 0.002928 0.117161 0.658861
23.203 0.168077 0.004924 0.117161 0.675941
23.303 0.179867 0.006312 0.117161 0.687812
23.403 0.191234 0.007589 0.111925 0.699251
23.501 0.211815 0.009903 0.111925 0.719961
23.601 0.222901 0.011149 0.111925 0.731118
23.701 0.234588 0.012462 0.111925 0.742878
23.801 0.255074 0.014801 0.113670 0.763497
23.901 0.266607 0.016128 0.115416 0.775106
24.003 0.277351 0.017382 0.117161 0.785923
24.103 0.295821 0.019576 0.118906 0.804523
24.201 0.307877 0.021032 0.120652 0.816667
24.301 0.319909 0.022512 0.125888 0.828789
24.401 0.398753 0.075692 0.129650 0.923892
24.501 0.410715 0.077241 0.126159 0.935953
24.602 0.422166 0.078653 0.122668 0.947491
24.701 0.442635 0.081088 0.117432 0.968105
24.801 0.454365 0.082467 0.115687 0.979916
24.901 0.465947 0.083813 0.115687 0.991575
25.002 0.486547 0.086207 0.115687 1.012314
25.102 0.497953 0.087532 0.115687 1.023796
