# t_sec x y yaw_rad cum_dist_m
0.102 -0.000000 -0.000000 -0.000000 0.000000
0.201 -0.000000 -0.000000 -0.000000 0.000000
0.301 -0.000000 -0.000000 -0.000000 0.000000
0.401 -0.000284 -0.000001 0.010472 0.000284
0.501 -0.000500 -0.000005 0.024609 0.000500
0.601 -0.000318 0.000003 0.064752 0.000682
0.701 -0.000158 0.000016 0.090932 0.000844
0.801 -0.000357 -0.000007 0.117112 0.001044
0.901 -0.000517 -0.000024 0.157254 0.001205
1.001 -0.000320 0.000011 0.188670 0.001405
1.101 -0.000690 -0.000066 0.223577 0.001782
1.201 -0.000652 -0.000058 0.248011 0.001822
1.302 -0.000577 -0.000041 0.291645 0.001898
1.401 -0.000462 -0.000003 0.326551 0.002020
1.501 -0.000518 -0.000022 0.350986 0.002079
1.601 -0.001056 -0.000235 0.391128 0.002658
1.702 -0.000891 -0.000162 0.424290 0.002838
1.802 -0.001090 -0.000259 0.453960 0.003060
1.901 -0.001146 -0.000285 0.488867 0.003121
2.002 -0.001041 -0.000227 0.518537 0.003241
2.108 -0.001162 -0.000298 0.558680 0.003381
2.203 -0.001313 -0.000395 0.590096 0.003561
2.301 -0.001577 -0.000583 0.621686 0.003885
2.401 -0.001433 -0.000471 0.660084 0.004067
2.501 0.034901 0.030359 0.712780 0.051719
2.602 0.034677 0.030158 0.737215 0.052019
2.701 0.034487 0.029981 0.775786 0.052279
2.802 0.034738 0.030235 0.812438 0.052636
2.902 0.034581 0.030064 0.836873 0.052868
3.001 0.034343 0.029793 0.861482 0.053230
3.104 0.034605 0.030147 0.929550 0.053670
3.201 0.034641 0.030195 0.941767 0.053731
3.302 0.034355 0.029786 0.966376 0.054230
3.401 0.034319 0.029756 1.013500 0.054277
3.501 0.034442 0.029958 1.032699 0.054514
3.601 0.034030 0.029224 1.081568 0.055355
3.701 0.034137 0.029434 1.113159 0.055590
3.801 0.034103 0.029362 1.134277 0.055670
3.901 0.034181 0.029550 1.183321 0.055873
4.002 0.034146 0.029456 1.207755 0.055974
4.101 0.075411 0.020363 1.248592 0.098229
4.201 0.075567 0.020878 1.295716 0.098768
4.302 0.075529 0.020722 1.325387 0.098929
4.402 0.075387 0.020119 1.355058 0.099549
4.501 0.075557 0.021046 1.400436 0.100492
4.602 0.075558 0.021045 1.426616 0.100493
4.701 0.075553 0.020992 1.456287 0.100546
4.801 0.075551 0.020992 1.496429 0.100547
4.901 0.075545 0.020852 1.526100 0.100688
5.001 0.075532 0.020392 1.555770 0.101148
5.101 0.075532 0.020352 1.604640 0.101187
5.203 0.075524 0.020492 1.630820 0.101327
5.304 0.075496 0.020882 1.653509 0.101718
5.403 0.075561 0.020317 1.700633 0.102287
5.501 0.075561 0.020319 1.723322 0.102289
5.601 0.038618 0.021219 1.754470 0.139242
5.703 0.038695 0.020888 1.806829 0.139582
5.801 0.038635 0.021123 1.826028 0.139825
5.901 0.038767 0.020668 1.874897 0.140299
6.003 0.038686 0.020911 1.901077 0.140556
6.102 0.038822 0.020543 1.929002 0.140949
6.201 0.038866 0.020423 1.956928 0.141077
6.301 0.038780 0.020627 2.002306 0.141298
6.401 0.038928 0.020323 2.031977 0.141636
6.501 0.038815 0.020535 2.073865 0.141877
