# t_sec x y yaw_rad cum_dist_m
0.107 0.001643 0.003125 0.000000 0.000000
0.206 0.001703 0.003125 0.000000 0.000060
0.305 0.001723 0.003125 0.000000 0.000080
0.405 0.001723 0.003125 0.000000 0.000080
0.505 0.001723 0.003125 0.000000 0.000080
0.605 0.001723 0.003125 0.000000 0.000080
0.705 0.001723 0.003125 0.000000 0.000080
0.805 0.001229 0.003120 0.019199 0.000575
0.905 0.001070 0.003116 0.033336 0.000734
1.005 0.000990 0.003115 0.071908 0.000814
1.105 0.001310 0.003146 0.105069 0.001136
1.206 0.000776 0.003074 0.138230 0.001675
1.305 0.000933 0.003100 0.166155 0.001834
1.408 0.001109 0.003130 0.209789 0.002012
1.505 0.000681 0.003033 0.246440 0.002451
1.605 0.001047 0.003130 0.269130 0.002829
1.705 0.000513 0.002964 0.312938 0.003388
1.805 0.000907 0.003104 0.344179 0.003806
1.905 0.000931 0.003103 0.385892 0.003830
2.005 0.000340 0.002851 0.417483 0.004472
2.105 0.000682 0.003013 0.447153 0.004851
2.205 0.000381 0.002857 0.490787 0.005189
2.306 -0.014798 0.011785 0.536157 0.022800
2.405 -0.014740 0.011815 0.564082 0.022866
2.505 -0.014746 0.011821 0.612951 0.022874
2.607 -0.014681 0.011867 0.637386 0.022953
2.705 -0.014745 0.011819 0.660075 0.023033
2.806 -0.014803 0.011781 0.710690 0.023102
2.905 -0.014799 0.011784 0.742106 0.023107
3.007 -0.014872 0.011714 0.764795 0.023207
3.105 -0.015156 0.011431 0.811919 0.023608
3.206 -0.014953 0.011652 0.836353 0.023908
3.305 -0.015032 0.011561 0.866024 0.024029
3.405 -0.015286 0.011244 0.904421 0.024435
3.505 -0.015220 0.011334 0.934092 0.024546
3.605 -0.015426 0.011038 0.977725 0.024907
3.705 -0.015372 0.011122 1.005476 0.025007
3.805 0.001657 -0.005082 1.055824 0.048513
3.906 0.001921 -0.004594 1.092476 0.049068
4.005 0.001776 -0.004880 1.109929 0.049388
4.105 0.001644 -0.005158 1.153563 0.049696
4.205 0.001742 -0.004930 1.188469 0.049944
4.306 0.001663 -0.005142 1.219885 0.050170
4.405 0.001662 -0.005142 1.263518 0.050171
4.505 0.001628 -0.005264 1.294934 0.050297
4.605 0.001531 -0.005628 1.326350 0.050674
4.705 0.001625 -0.005208 1.356021 0.051104
4.805 0.001501 -0.005940 1.404890 0.051847
4.905 0.001509 -0.005882 1.432815 0.051906
5.005 0.001560 -0.005465 1.458995 0.052326
5.105 0.001509 -0.006045 1.511355 0.052908
5.206 -0.014245 -0.013225 1.542406 0.070221
5.305 -0.026293 -0.019055 1.592847 0.083605
5.405 -0.026293 -0.019032 1.617282 0.083628
5.506 -0.026298 -0.018931 1.652188 0.083730
5.605 -0.026308 -0.018853 1.694076 0.083808
5.706 -0.026287 -0.019018 1.723572 0.083974
5.805 -0.026308 -0.018882 1.732299 0.084113
5.905 -0.026279 -0.019041 1.767729 0.084275
6.005 -0.026247 -0.019195 1.790418 0.084432
6.105 -0.026235 -0.019227 1.818344 0.084466
6.210 -0.026253 -0.019191 1.861977 0.084507
6.305 -0.026294 -0.019064 1.891648 0.084640
6.405 -0.026171 -0.019422 1.935281 0.085018
6.505 -0.026172 -0.019421 1.957970 0.085019
6.605 -0.025969 -0.019868 1.998113 0.085510
6.707 -0.026258 -0.019275 2.040001 0.086169
6.805 -0.026206 -0.019372 2.060945 0.086279
6.905 -0.015724 -0.026379 2.115526 0.098887
7.005 -0.015927 -0.026059 2.145196 0.099266
7.105 -0.015680 -0.026426 2.164395 0.099709
7.205 -0.015693 -0.026411 2.208028 0.099729
7.306 -0.015567 -0.026562 2.251661 0.099926
7.405 -0.015631 -0.026494 2.283077 0.100019
7.505 -0.015684 -0.026431 2.311002 0.100102
7.605 -0.015216 -0.026926 2.345909 0.100784
7.705 -0.015173 -0.026969 2.359872 0.100844
7.805 -0.015511 -0.026650 2.415722 0.101308
7.905 -0.015464 -0.026688 2.447138 0.101369
8.007 -0.015324 -0.026802 2.473318 0.101549
8.105 -0.015249 -0.026863 2.513461 0.101646
8.205 -0.015327 -0.026808 2.550112 0.101742
8.305 -0.014756 -0.027180 2.586764 0.102424
8.406 -0.015218 -0.026907 2.614690 0.102961
8.505 -0.014797 -0.025438 2.667475 0.104488
8.605 -0.013403 -0.025223 2.723576 0.105899
8.705 -0.013773 -0.025068 2.754817 0.106299
8.805 -0.013641 -0.025118 2.786408 0.106440
8.905 -0.013567 -0.025147 2.830041 0.106520
9.006 -0.013340 -0.025215 2.861457 0.106757
9.106 -0.013552 -0.025156 2.882575 0.106977
9.210 -0.013337 -0.025204 2.931270 0.107198
9.305 -0.013119 -0.025247 2.957450 0.107420
9.405 -0.012941 -0.025278 2.985550 0.107601
9.505 -0.013239 -0.025240 3.039655 0.107901
9.605 -0.013060 -0.025255 3.062344 0.108081
9.706 -0.012662 -0.025277 3.090270 0.108479
9.805 -0.013203 -0.025266 3.135648 0.109020
9.905 -0.012976 -0.025262 -3.117692 0.109247
10.005 -0.025705 -0.054682 -3.105002 0.141303
10.105 -0.026082 -0.054708 -3.056132 0.141681
10.205 -0.025727 -0.054668 -3.024716 0.142039
10.305 -0.025627 -0.054656 -2.998536 0.142140
10.405 -0.025552 -0.054638 -2.951413 0.142216
10.505 -0.026118 -0.054756 -2.925233 0.142795
10.606 -0.025825 -0.054687 -2.900798 0.143096
10.705 -0.025264 -0.054536 -2.864146 0.143678
10.805 -0.025492 -0.054611 -2.818768 0.143918
10.905 -0.025223 -0.054507 -2.783861 0.144206
11.005 -0.025329 -0.054551 -2.741973 0.144320
11.105 -0.025382 -0.054573 -2.712302 0.144378
11.205 -0.025055 -0.054419 -2.684377 0.144740
11.306 -0.025356 -0.054575 -2.637253 0.145080
11.405 -0.018425 -0.008746 -2.577183 0.191430
11.505 -0.015452 0.013066 -2.536397 0.213443
11.605 -0.015651 0.012924 -2.489273 0.213688
11.706 -0.015510 0.013035 -2.461173 0.213867
11.828 -0.015484 0.013060 -2.433422 0.213904
11.908 -0.015230 0.013286 -2.382633 0.214244
12.009 -0.015489 0.013033 -2.361864 0.214606
12.105 -0.015617 0.012903 -2.332193 0.214788
12.205 -0.015161 0.013403 -2.284895 0.215465
12.306 -0.015166 0.013395 -2.258715 0.215476
12.417 -0.015451 0.013037 -2.234106 0.215933
12.505 -0.015213 0.013355 -2.186982 0.216330
12.605 -0.015059 0.013583 -2.155566 0.216604
12.705 -0.014994 0.013679 -2.134273 0.216721
12.805 -0.015072 0.013555 -2.090640 0.216867
12.905 -0.015006 0.013678 -2.057653 0.217007
13.019 -0.014949 0.013786 -2.012100 0.217129
13.106 -0.015034 0.013603 -1.984349 0.217330
13.209 -0.014989 0.013709 -1.952759 0.217445
13.305 0.023844 0.033238 -1.892546 0.260912
13.405 0.023814 0.033142 -1.866192 0.261013
13.505 0.023770 0.033007 -1.815577 0.261155
13.605 0.023786 0.033070 -1.789397 0.261221
13.706 0.023858 0.033424 -1.752745 0.261582
13.805 0.023808 0.033111 -1.712603 0.261899
13.905 0.023804 0.033090 -1.686423 0.261920
14.005 0.023842 0.033510 -1.641044 0.262342
14.105 0.023830 0.033252 -1.613119 0.262600
14.209 0.023830 0.033306 -1.586939 0.262655
14.305 0.023829 0.033686 -1.545051 0.263034
14.406 0.023846 0.033388 -1.503163 0.263332
14.506 0.023811 0.033799 -1.476983 0.263745
14.605 0.023817 0.033740 -1.440331 0.263804
14.705 0.030886 0.048659 -1.373237 0.280313
14.806 0.030887 0.048662 -1.352293 0.280316
14.905 0.030919 0.048526 -1.324368 0.280457
15.005 0.030872 0.048655 -1.275498 0.280595
15.105 0.030800 0.048881 -1.249318 0.280831
15.205 0.030805 0.048857 -1.212667 0.280855
15.307 0.030848 0.048747 -1.184741 0.280974
15.405 0.030796 0.048878 -1.151580 0.281115
15.506 0.030748 0.048988 -1.106202 0.281235
15.606 0.030746 0.048989 -1.078276 0.281238
15.705 0.030503 0.049399 -1.034643 0.281714
15.805 0.030536 0.049348 -0.999562 0.281774
15.905 0.030589 0.049265 -0.968146 0.281873
16.005 0.030516 0.049373 -0.940046 0.282003
16.105 0.030460 0.049439 -0.900078 0.282090
16.206 0.014095 0.041892 -0.842967 0.300111
16.309 0.014385 0.041583 -0.811551 0.300535
16.405 0.014528 0.041434 -0.787116 0.300742
16.506 0.013981 0.041965 -0.750115 0.301504
16.605 0.014293 0.041688 -0.720445 0.301921
16.705 0.014152 0.041800 -0.682048 0.302101
16.805 0.013929 0.041982 -0.641905 0.302389
16.905 0.013925 0.041979 -0.606998 0.302394
17.005 0.013742 0.042102 -0.566856 0.302614
17.105 0.013981 0.041953 -0.531949 0.302895
17.206 0.013546 0.042197 -0.505769 0.303394
17.305 0.013351 0.042303 -0.472608 0.303616
17.405 0.013725 0.042119 -0.427230 0.304032
17.506 -0.000241 0.029281 -0.383343 0.323003
17.605 -0.018535 0.011853 -0.344508 0.348269
17.705 -0.018619 0.011884 -0.295639 0.348359
17.805 -0.018715 0.011910 -0.264223 0.348458
17.905 -0.018883 0.011959 -0.225651 0.348633
18.005 -0.018582 0.011900 -0.187254 0.348941
18.105 -0.018925 0.011956 -0.161074 0.349289
18.206 -0.019155 0.011991 -0.131403 0.349521
18.305 -0.019136 0.011989 -0.079044 0.349540
18.405 -0.019096 0.011987 -0.051118 0.349581
18.505 -0.019237 0.011993 -0.019702 0.349722
18.605 -0.019504 0.011989 0.004732 0.349989
18.705 -0.020036 0.011986 0.002987 0.350522
18.813 -0.020157 0.011986 0.002987 0.350642
18.908 -0.020157 0.011986 0.002987 0.350642
19.005 -0.015807 0.006752 -0.005664 0.357447
19.105 -0.010700 0.000606 -0.015821 0.365439
19.206 -0.010700 0.000606 -0.015821 0.365439
19.307 -0.010700 0.000606 -0.015821 0.365439
19.405 -0.010700 0.000606 -0.015821 0.365439
19.506 -0.010700 0.000606 -0.015821 0.365439
19.606 -0.010700 0.000606 -0.015821 0.365439
19.705 -0.010700 0.000606 -0.015821 0.365439
19.808 -0.010700 0.000606 -0.015821 0.365439
19.905 -0.010700 0.000606 -0.015821 0.365439
