# t_sec x y yaw_rad cum_dist_m
0.102 0.001563 0.001398 0.001563 0.000000
0.202 0.001563 0.001398 0.001563 0.000000
0.302 0.001563 0.001398 0.001563 0.000000
0.402 0.001563 0.001398 0.001563 0.000000
0.502 0.001563 0.001398 0.001563 0.000000
0.602 0.001563 0.001398 0.001563 0.000000
0.702 0.001563 0.001398 0.001563 0.000000
0.802 0.001563 0.001398 0.001563 0.000000
0.902 0.001563 0.001398 0.001563 0.000000
1.002 0.001563 0.001398 0.001563 0.000000
1.102 0.001140 0.001397 0.008544 0.000422
1.202 0.001041 0.001395 0.027742 0.000522
1.302 0.001182 0.001398 0.073121 0.000663
1.402 0.001141 0.001395 0.097730 0.000703
1.502 0.001460 0.001437 0.144854 0.001024
1.602 0.001262 0.001405 0.172779 0.001225
1.702 0.001204 0.001393 0.214667 0.001285
1.802 0.001164 0.001383 0.251319 0.001325
1.902 0.001282 0.001414 0.270518 0.001447
2.002 0.001168 0.001379 0.314151 0.001566
2.102 0.001205 0.001392 0.345567 0.001605
2.202 0.001437 0.001484 0.380648 0.001854
2.302 0.001472 0.001500 0.424281 0.001893
2.402 0.037152 0.032517 0.475543 0.049170
2.502 0.036959 0.032412 0.503468 0.049390
2.602 0.036919 0.032392 0.547102 0.049434
2.702 0.037275 0.032619 0.585324 0.049857
2.802 0.036977 0.032414 0.611504 0.050219
2.902 0.037180 0.032572 0.657057 0.050475
3.002 0.037168 0.032556 0.691964 0.050496
3.102 0.036892 0.032322 0.716573 0.050857
3.202 0.037233 0.032634 0.753225 0.051319
3.304 0.037066 0.032463 0.793368 0.051559
3.402 0.036799 0.032185 0.824783 0.051944
3.502 0.037213 0.032651 0.852709 0.052568
3.602 0.037038 0.032429 0.903323 0.052851
3.702 0.037148 0.032572 0.926013 0.053032
3.802 0.037157 0.032577 0.969646 0.053042
3.902 0.073047 0.061412 0.966185 0.099081
4.002 0.073058 0.061427 0.997601 0.099099
4.105 0.072985 0.061306 1.027271 0.099241
4.202 0.073080 0.061480 1.074395 0.099440
4.305 0.073146 0.061604 1.102320 0.099580
