# t_sec x y yaw_rad cum_dist_m
0.103 0.000001 0.001234 0.003125 0.000000
0.201 -0.000163 0.001233 0.018833 0.000163
0.301 -0.000197 0.000172 0.042481 0.001224
0.401 -0.000116 -0.000488 0.079737 0.001890
0.501 -0.000195 -0.000495 0.107662 0.001969
0.601 -0.000511 -0.000539 0.140823 0.002288
0.701 -0.000251 -0.000492 0.186202 0.002552
0.801 -0.000300 -0.000504 0.215872 0.002602
0.901 -0.000194 -0.000478 0.257760 0.002711
1.001 -0.000040 -0.000432 0.292667 0.002872
1.101 -0.000272 -0.000503 0.327573 0.003115
1.201 -0.000405 -0.000552 0.357244 0.003257
1.301 -0.000349 -0.000531 0.378188 0.003317
1.402 -0.000147 -0.000435 0.430548 0.003540
1.501 -0.000128 -0.000426 0.458473 0.003561
1.602 -0.000229 -0.000477 0.488144 0.003674
1.701 -0.000176 -0.000448 0.535268 0.003734
1.801 -0.000193 -0.000460 0.563193 0.003755
1.901 -0.000294 -0.000525 0.592689 0.003875
2.002 -0.000456 -0.000642 0.638242 0.004075
2.102 0.028857 0.022571 0.656028 0.041466
2.201 0.044435 0.034908 0.674100 0.061337
2.301 0.044419 0.034898 0.721224 0.061356
2.402 0.044358 0.034844 0.749149 0.061436
2.502 0.044501 0.034980 0.778820 0.061633
2.602 0.044490 0.034963 0.832925 0.061654
2.702 0.044504 0.034977 0.855614 0.061674
2.801 0.044543 0.035025 0.883540 0.061735
2.901 0.044466 0.034924 0.932409 0.061862
3.001 0.044522 0.035005 0.963825 0.061960
3.102 0.044396 0.034802 1.002222 0.062200
3.201 0.044384 0.034785 1.028402 0.062221
3.302 0.044429 0.034860 1.071861 0.062309
3.401 0.044373 0.034747 1.106767 0.062434
3.502 0.044318 0.034640 1.134867 0.062555
3.605 0.046460 0.035221 1.173113 0.064775
3.701 0.068917 0.038054 1.170794 0.087409
3.801 0.068956 0.038172 1.221583 0.087534
3.901 0.068990 0.038273 1.247763 0.087640
4.001 0.068937 0.038119 1.296632 0.087803
4.101 0.068918 0.038042 1.322812 0.087882
4.201 0.068849 0.037749 1.352657 0.088183
4.301 0.068918 0.038103 1.392799 0.088543
4.401 0.068904 0.038004 1.422470 0.088643
4.501 0.068913 0.038089 1.450395 0.088729
4.601 0.068939 0.038340 1.485302 0.088981
4.701 0.068929 0.038199 1.516718 0.089122
4.801 0.068928 0.038199 1.558606 0.089123
4.901 0.068931 0.037858 1.591767 0.089464
5.001 0.068913 0.038333 1.630164 0.089939
5.101 0.068939 0.037988 1.659835 0.090285
5.202 0.091921 0.046352 1.689792 0.114742
5.301 0.091910 0.046430 1.726444 0.114821
5.401 0.091941 0.046252 1.750879 0.115001
5.501 0.091925 0.046335 1.794512 0.115085
5.601 0.091964 0.046183 1.820692 0.115242
5.701 0.091872 0.046491 1.866070 0.115563
5.801 0.091862 0.046538 1.902722 0.115611
5.901 0.091955 0.046275 1.927157 0.115889
6.001 0.091898 0.046421 1.960318 0.116046
6.101 0.092007 0.046185 2.002206 0.116306
6.204 0.091981 0.046239 2.017914 0.116366
6.301 0.091925 0.046346 2.059802 0.116486
6.402 0.091861 0.046446 2.099945 0.116605
6.501 0.091819 0.046517 2.127870 0.116687
6.605 0.085485 0.050663 2.142759 0.124257
6.701 0.074143 0.058172 2.163236 0.137860
6.803 0.074118 0.058208 2.194478 0.137903
6.901 0.074190 0.058112 2.229384 0.138023
7.006 0.074155 0.058157 2.264640 0.138080
7.101 0.074207 0.058097 2.295881 0.138160
7.201 0.074194 0.058112 2.339515 0.138181
7.301 0.074165 0.058141 2.360633 0.138222
7.401 0.074210 0.058103 2.398856 0.138281
7.501 0.073997 0.058284 2.440918 0.138560
7.605 0.074293 0.058048 2.477396 0.138938
7.701 0.074292 0.058049 2.510557 0.138939
7.801 0.074242 0.058081 2.538657 0.138998
7.901 0.073989 0.058251 2.566582 0.139302
