# t_sec x y yaw_rad cum_dist_m
0.102 0.001565 0.000906 0.006250 0.000000
0.202 0.001565 0.000906 0.006250 0.000000
0.302 0.001565 0.000906 0.006250 0.000000
0.402 0.001565 0.000906 0.006250 0.000000
0.502 0.001565 0.000906 0.006250 0.000000
0.602 0.001565 0.000906 0.006250 0.000000
0.702 0.001565 0.000906 0.006250 0.000000
0.802 0.001565 0.000906 0.006250 0.000000
0.902 0.001565 0.000906 0.006250 0.000000
1.002 0.001262 0.000902 0.023703 0.000303
1.102 0.001192 0.000901 0.044822 0.000372
1.202 0.001552 0.000923 0.069256 0.000733
1.302 0.001450 0.000915 0.109573 0.000835
1.402 0.001188 0.000885 0.147971 0.001098
1.502 0.001326 0.000907 0.175896 0.001238
1.602 0.001488 0.000935 0.205567 0.001402
1.702 0.001256 0.000885 0.251120 0.001640
1.802 0.001627 0.000989 0.279045 0.002026
1.902 0.001455 0.000935 0.320933 0.002207
2.002 0.001322 0.000890 0.354094 0.002347
2.102 0.001399 0.000918 0.387255 0.002429
2.206 -0.010835 -0.000016 0.449122 0.014698
2.303 -0.023935 -0.001023 0.494765 0.027837
2.402 -0.024181 -0.001160 0.522691 0.028118
2.502 -0.023677 -0.000840 0.568069 0.028715
2.602 -0.023728 -0.000874 0.596169 0.028775
2.702 -0.023862 -0.000972 0.624269 0.028942
2.803 -0.023889 -0.000993 0.678374 0.028976
2.902 -0.023857 -0.000969 0.702809 0.029017
3.002 -0.024025 -0.001112 0.730734 0.029239
3.102 -0.023927 -0.001014 0.779603 0.029378
3.202 -0.023898 -0.000985 0.804038 0.029419
3.302 -0.023937 -0.001030 0.835454 0.029479
3.402 -0.024075 -0.001199 0.886068 0.029697
3.502 -0.023912 -0.000992 0.917484 0.029961
3.603 -0.023771 -0.000799 0.943664 0.030200
3.704 -0.021532 -0.004144 0.996428 0.034224
3.803 -0.019355 -0.007265 1.031453 0.038030
3.905 -0.019194 -0.006987 1.055888 0.038351
4.003 -0.019325 -0.007257 1.108247 0.038651
4.102 -0.019317 -0.007239 1.136173 0.038671
4.202 -0.019086 -0.006700 1.181551 0.039257
4.302 -0.019145 -0.006850 1.209477 0.039419
4.402 -0.019201 -0.007001 1.254855 0.039580
4.502 -0.019194 -0.006980 1.288016 0.039603
4.602 -0.019175 -0.006920 1.315942 0.039666
4.702 -0.019169 -0.006883 1.363066 0.039702
4.802 -0.019164 -0.006880 1.396227 0.039709
4.902 -0.019192 -0.007039 1.424152 0.039871
5.002 -0.019182 -0.006959 1.452252 0.039952
5.102 -0.019182 -0.007015 1.502692 0.040008
5.202 -0.018462 -0.010244 1.530012 0.043316
5.302 -0.015353 -0.023357 1.549631 0.056793
5.402 -0.015352 -0.023893 1.598501 0.057328
5.502 -0.015367 -0.023615 1.626426 0.057606
5.602 -0.015363 -0.023635 1.663078 0.057626
5.702 -0.015392 -0.023402 1.701475 0.057860
