# t_sec x y yaw_rad cum_dist_m
0.106 0.003128 -0.000820 0.007812 0.000000
0.201 0.003128 -0.000820 0.007812 0.000000
0.301 0.003128 -0.000820 0.007812 0.000000
0.401 0.003128 -0.000820 0.007812 0.000000
0.501 0.003128 -0.000820 0.007812 0.000000
0.601 0.003128 -0.000820 0.007812 0.000000
0.701 0.003128 -0.000820 0.007812 0.000000
0.805 0.003227 -0.000818 0.021775 0.000098
0.902 0.003107 -0.000822 0.032247 0.000218
1.002 0.002988 -0.000827 0.049700 0.000337
1.101 0.003366 -0.000792 0.096999 0.000717
1.201 0.003266 -0.000805 0.128240 0.000817
1.302 0.003127 -0.000825 0.154595 0.000957
1.401 0.003287 -0.000800 0.200148 0.001119
1.502 0.003621 -0.000727 0.226328 0.001461
1.602 0.003269 -0.000814 0.255998 0.001823
1.701 0.003497 -0.000750 0.303122 0.002060
1.806 0.003574 -0.000725 0.327557 0.002141
1.901 0.003558 -0.000730 0.358973 0.002158
2.002 0.003284 -0.000851 0.406097 0.002457
2.101 -0.021306 -0.001930 0.482622 0.027070
2.202 -0.020614 -0.001549 0.514213 0.027860
2.303 -0.021207 -0.001908 0.556275 0.028553
2.402 -0.021219 -0.001913 0.585946 0.028566
2.501 -0.020676 -0.001538 0.620852 0.029227
2.601 -0.020785 -0.001624 0.659249 0.029366
2.701 -0.020877 -0.001699 0.690665 0.029484
2.802 -0.020846 -0.001673 0.722081 0.029525
2.902 -0.020644 -0.001480 0.765715 0.029804
3.001 -0.020912 -0.001749 0.791895 0.030183
3.102 -0.021135 -0.001981 0.814584 0.030505
3.202 -0.020892 -0.001711 0.865198 0.030868
3.302 -0.020919 -0.001742 0.889633 0.030909
3.401 -0.020673 -0.001426 0.929776 0.031310
3.502 -0.020744 -0.001523 0.955955 0.031430
3.601 -0.020792 -0.001594 0.985626 0.031516
3.701 -0.011022 0.004039 1.042709 0.042793
3.802 -0.011139 0.003831 1.065398 0.043032
3.902 -0.010935 0.004226 1.098559 0.043476
4.001 -0.010881 0.004331 1.128230 0.043594
4.104 -0.011093 0.003854 1.166627 0.044117
4.202 -0.010943 0.004223 1.189317 0.044515
4.301 -0.010927 0.004253 1.239931 0.044549
4.401 -0.010933 0.004238 1.266111 0.044566
4.501 -0.010950 0.004177 1.294036 0.044629
4.601 -0.010935 0.004247 1.337670 0.044701
4.705 -0.010914 0.004343 1.376241 0.044800
4.801 -0.010969 0.004049 1.390204 0.045099
4.905 -0.010983 0.003993 1.440819 0.045157
5.014 -0.010985 0.003956 1.479216 0.045194
5.108 -0.015373 -0.002628 1.511941 0.053106
5.202 -0.016382 -0.004227 1.540963 0.054997
5.301 -0.016379 -0.003787 1.582851 0.055437
5.401 -0.016376 -0.003910 1.617757 0.055559
5.501 -0.016371 -0.003969 1.642367 0.055619
5.601 -0.016362 -0.004093 1.689316 0.055743
5.701 -0.016391 -0.003871 1.706769 0.055967
5.801 -0.016372 -0.004008 1.755638 0.056106
5.901 -0.016352 -0.004107 1.781818 0.056206
6.001 -0.016374 -0.004010 1.811489 0.056306
6.102 -0.016322 -0.004203 1.851806 0.056506
6.201 -0.016404 -0.003933 1.883222 0.056788
6.303 -0.016330 -0.004139 1.930346 0.057008
6.402 -0.016433 -0.003879 1.954781 0.057289
6.504 -0.015528 -0.009347 1.995377 0.062832
6.601 -0.014341 -0.016318 2.029141 0.069903
6.702 -0.014493 -0.016038 2.072774 0.070222
6.801 -0.014328 -0.016311 2.109426 0.070541
6.901 -0.014298 -0.016363 2.140842 0.070602
7.001 -0.014443 -0.016145 2.174003 0.070864
7.102 -0.014337 -0.016290 2.208910 0.071043
7.202 -0.014510 -0.016076 2.247307 0.071319
7.301 -0.014624 -0.015936 2.271742 0.071499
7.405 -0.014412 -0.016177 2.306648 0.071820
7.501 -0.014522 -0.016056 2.341555 0.071982
7.602 -0.014593 -0.015985 2.367735 0.072083
7.701 -0.014654 -0.015930 2.397406 0.072165
7.801 -0.014392 -0.016149 2.446275 0.072507
7.901 -0.014189 -0.016315 2.463728 0.072769
8.002 -0.014718 -0.015912 2.500380 0.073433
8.101 -0.014295 -0.016211 2.542268 0.073950
8.202 -0.016424 -0.014999 2.565424 0.076400
8.302 -0.039809 -0.001918 2.596844 0.103195
8.401 -0.039757 -0.001948 2.626515 0.103255
8.508 -0.039573 -0.002039 2.671893 0.103460
8.602 -0.039249 -0.002199 2.706800 0.103821
8.702 -0.039800 -0.001952 2.732980 0.104425
8.801 -0.039560 -0.002051 2.760905 0.104685
8.904 -0.039222 -0.002180 2.804538 0.105046
9.001 -0.039759 -0.002003 2.844681 0.105611
9.102 -0.039734 -0.002009 2.867545 0.105636
9.206 -0.039330 -0.002115 2.911178 0.106054
9.301 -0.039154 -0.002153 2.949400 0.106234
9.401 -0.039392 -0.002111 2.972090 0.106475
9.501 -0.039550 -0.002087 3.019214 0.106635
9.601 -0.039350 -0.002112 3.061102 0.106836
9.701 -0.064334 -0.030429 3.037677 0.144599
9.803 -0.064187 -0.030429 3.084801 0.144745
9.902 -0.064084 -0.030434 3.114471 0.144849
10.005 -0.064143 -0.030435 3.140651 0.144907
10.101 -0.064441 -0.030447 -3.088429 0.145205
10.201 -0.064221 -0.030431 -3.063994 0.145425
10.301 -0.063882 -0.030400 -3.034324 0.145766
10.401 -0.064339 -0.030455 -3.001162 0.146227
10.503 -0.064299 -0.030450 -2.961020 0.146266
10.601 -0.064123 -0.030416 -2.931349 0.146446
10.701 -0.063872 -0.030358 -2.898188 0.146704
10.802 -0.064081 -0.030414 -2.852809 0.146921
10.902 -0.064194 -0.030447 -2.823139 0.147039
11.002 -0.063894 -0.030341 -2.782996 0.147357
11.102 -0.063987 -0.030378 -2.748090 0.147457
11.201 -0.064320 -0.030525 -2.721910 0.147821
11.317 0.002478 -0.024586 -2.624922 0.214882
11.401 0.002137 -0.024791 -2.595252 0.215280
11.501 0.001678 -0.025078 -2.569072 0.215821
11.602 0.001578 -0.025144 -2.539401 0.215942
11.702 0.002210 -0.024692 -2.490532 0.216719
11.801 0.001941 -0.024904 -2.460861 0.217061
11.901 0.001957 -0.024889 -2.425955 0.217083
12.002 0.001965 -0.024888 -2.382321 0.217091
12.117 0.001626 -0.025209 -2.384067 0.217558
