# t_sec x y yaw_rad cum_dist_m
0.116 0.001565 -0.002219 0.006250 0.000000
0.216 0.001565 -0.002219 0.006250 0.000000
0.317 0.001565 -0.002219 0.006250 0.000000
0.416 0.001565 -0.002219 0.006250 0.000000
0.516 0.001565 -0.002219 0.006250 0.000000
0.618 0.001565 -0.002219 0.006250 0.000000
0.716 0.001565 -0.002219 0.006250 0.000000
0.816 0.001565 -0.002219 0.006250 0.000000
0.916 0.001565 -0.002219 0.006250 0.000000
1.019 0.001565 -0.002219 0.006250 0.000000
1.116 0.001565 -0.002219 0.006250 0.000000
1.216 0.001565 -0.002219 0.006250 0.000000
1.316 0.001565 -0.002219 0.006250 0.000000
1.416 0.001565 -0.002219 0.006250 0.000000
1.518 0.001566 -0.002383 0.007812 0.000164
1.616 0.001566 -0.002383 0.007812 0.000164
1.716 0.001566 -0.002383 0.007812 0.000164
1.816 0.001566 -0.002383 0.007812 0.000164
1.916 0.001103 -0.002394 0.033992 0.000627
2.016 0.001202 -0.002389 0.053191 0.000726
2.116 0.001444 -0.002374 0.090018 0.000969
2.216 0.001143 -0.002405 0.119688 0.001271
2.317 0.001105 -0.002412 0.152849 0.001310
2.416 0.001150 -0.002406 0.187756 0.001356
2.517 0.000931 -0.002452 0.220917 0.001580
2.616 0.000811 -0.002481 0.261234 0.001704
2.716 0.000675 -0.002519 0.289160 0.001845
2.816 0.000999 -0.002417 0.325811 0.002185
2.916 0.000849 -0.002472 0.360718 0.002344
3.017 0.000366 -0.002663 0.392134 0.002865
3.116 0.000440 -0.002632 0.420059 0.002945
3.216 0.000617 -0.002550 0.465438 0.003140
3.316 0.000564 -0.002578 0.493363 0.003200
3.416 0.000407 -0.002667 0.535251 0.003380
3.516 0.000576 -0.002560 0.571903 0.003580
3.621 0.000492 -0.002615 0.584120 0.003680
3.716 0.000098 -0.002892 0.624263 0.004162
3.816 0.000045 -0.002924 0.671212 0.004223
3.916 0.000289 -0.002723 0.699312 0.004539
4.026 -0.021047 0.016755 0.752576 0.033429
4.116 -0.021011 0.016804 0.801446 0.033491
4.216 -0.020788 0.017038 0.818899 0.033813
4.316 -0.020839 0.016977 0.862532 0.033893
4.416 -0.021057 0.016715 0.897439 0.034234
4.516 -0.021020 0.016763 0.923619 0.034294
4.616 -0.021043 0.016728 0.970743 0.034335
4.716 -0.021097 0.016646 0.988196 0.034433
