# t_sec x y yaw_rad cum_dist_m
0.102 0.009360 0.002140 0.009375 0.000000
0.201 0.009360 0.002140 0.009375 0.000000
0.301 0.009360 0.002140 0.009375 0.000000
0.401 0.009360 0.002140 0.009375 0.000000
0.501 0.009360 0.002140 0.009375 0.000000
0.603 0.009360 0.002140 0.009375 0.000000
0.709 0.009360 0.002140 0.009375 0.000000
0.801 0.009360 0.002140 0.009375 0.000000
0.901 0.009360 0.002140 0.009375 0.000000
1.001 0.009360 0.002140 0.009375 0.000000
1.102 0.009360 0.002140 0.009375 0.000000
1.201 0.009360 0.002140 0.009375 0.000000
1.301 0.009442 0.002140 0.009375 0.000082
1.402 0.012486 0.002139 0.009387 0.003126
1.501 0.012486 0.002139 0.009387 0.003126
1.601 0.012486 0.002139 0.009387 0.003126
1.701 0.012526 0.002140 0.009387 0.003166
1.801 0.012492 0.002139 0.026841 0.003201
1.901 0.012412 0.002135 0.054940 0.003281
2.001 0.012621 0.002150 0.082691 0.003491
2.101 0.012764 0.002163 0.129815 0.003634
2.201 0.012745 0.002161 0.150759 0.003653
2.301 0.012606 0.002137 0.182175 0.003793
2.401 0.012802 0.002180 0.225808 0.003994
2.501 0.012785 0.002175 0.250243 0.004011
2.601 0.012399 0.002070 0.276423 0.004411
2.701 0.012820 0.002207 0.328783 0.004854
2.808 0.012743 0.002178 0.354788 0.004936
2.901 0.012500 0.002083 0.391614 0.005196
3.001 0.012538 0.002100 0.426521 0.005237
3.103 0.012700 0.002177 0.457937 0.005416
3.201 0.012558 0.002103 0.485862 0.005576
3.301 0.012069 0.001828 0.527750 0.006137
3.401 0.012511 0.002098 0.559341 0.006655
3.501 0.012594 0.002151 0.583775 0.006753
3.601 0.012365 0.001988 0.632644 0.007035
3.701 0.013152 0.003285 0.667186 0.008552
3.801 0.024331 0.020260 0.727779 0.028878
3.905 0.024185 0.020123 0.762685 0.029078
4.001 0.024061 0.019996 0.806144 0.029256
4.101 0.024332 0.020290 0.832324 0.029655
4.202 0.024321 0.020273 0.872641 0.029674
4.301 0.024268 0.020211 0.912784 0.029756
4.401 0.024209 0.020130 0.937218 0.029856
4.508 0.024467 0.020507 0.977361 0.030313
4.601 0.024479 0.020524 1.015758 0.030334
4.701 0.024299 0.020221 1.040193 0.030686
4.802 0.024316 0.020254 1.071609 0.030723
4.901 0.024322 0.020254 1.118733 0.030730
5.001 0.024220 0.020037 1.146658 0.030970
5.101 0.024342 0.020311 1.197272 0.031270
5.203 0.024328 0.020273 1.223452 0.031311
5.301 0.024423 0.020555 1.249632 0.031609
5.401 0.012797 0.004858 1.288796 0.051143
5.503 0.012787 0.004841 1.332429 0.051163
5.601 0.012804 0.004917 1.348137 0.051241
5.701 0.012743 0.004603 1.400497 0.051562
5.816 0.012761 0.004719 1.421790 0.051680
5.901 0.012742 0.004577 1.456696 0.051824
6.001 0.012764 0.004838 1.496664 0.052085
6.101 0.012761 0.004740 1.524764 0.052183
6.201 0.012756 0.004656 1.573459 0.052268
6.301 0.012751 0.004895 1.601559 0.052507
6.401 0.012758 0.004777 1.625993 0.052625
6.506 0.012741 0.004969 1.653919 0.052818
6.603 0.012783 0.004597 1.694061 0.053192
6.701 0.012754 0.004775 1.727222 0.053372
6.801 0.011529 0.003064 1.762628 0.055477
6.904 0.003820 -0.007631 1.809387 0.068661
7.002 0.003810 -0.007593 1.832076 0.068701
7.102 0.003931 -0.007980 1.879200 0.069107
7.201 0.003842 -0.007713 1.900144 0.069389
