# t_sec x y yaw_rad cum_dist_m
0.102 -0.010938 0.003125 -0.000000 0.000000
0.203 -0.010917 0.003125 -0.000000 0.000020
0.301 -0.010938 0.003125 -0.000000 0.000041
0.401 -0.011598 0.003115 0.031416 0.000701
0.516 -0.012926 0.001727 0.061087 0.002621
0.601 -0.012833 0.001575 0.083776 0.002799
0.701 -0.013111 0.001540 0.127409 0.003079
0.801 -0.013211 0.001529 0.169297 0.003180
0.901 -0.012903 0.001585 0.190241 0.003493
1.001 -0.013330 0.001491 0.235619 0.003930
1.101 -0.013255 0.001512 0.277507 0.004007
1.201 -0.012912 0.001616 0.298626 0.004366
1.301 -0.013063 0.001564 0.336849 0.004526
1.401 -0.012970 0.001600 0.373500 0.004626
1.501 -0.012877 0.001638 0.406662 0.004727
1.601 -0.012819 0.001663 0.446804 0.004790
1.701 -0.012818 0.001664 0.472810 0.004790
1.801 -0.012729 0.001711 0.498990 0.004891
1.902 -0.012713 0.001722 0.544543 0.004911
2.001 -0.012713 0.001720 0.577704 0.004912
2.101 -0.012679 0.001742 0.598648 0.004953
2.201 -0.012795 0.001662 0.645772 0.005094
2.301 -0.012587 0.001820 0.682424 0.005355
2.401 0.000244 0.008133 0.713744 0.019654
2.501 0.012629 0.014341 0.755133 0.033508
2.601 0.012602 0.014312 0.793530 0.033548
2.701 0.012575 0.014283 0.819710 0.033587
2.802 0.012623 0.014339 0.847635 0.033661
2.903 0.012690 0.014415 0.891268 0.033762
3.001 0.012681 0.014402 0.917623 0.033778
3.101 0.012543 0.014213 0.950784 0.034012
3.201 0.012545 0.014213 0.996337 0.034014
3.301 0.012555 0.014231 1.020772 0.034035
3.401 0.012576 0.014265 1.064405 0.034075
3.501 0.012557 0.014231 1.104548 0.034113
3.607 0.012477 0.014068 1.128982 0.034295
3.701 0.012634 0.014421 1.167379 0.034681
3.801 0.012488 0.014054 1.204031 0.035076
3.901 -0.008402 0.011026 1.241484 0.056184
4.003 -0.008358 0.011159 1.276390 0.056324
4.101 -0.008329 0.011264 1.311297 0.056433
4.201 -0.008394 0.011008 1.339222 0.056698
4.301 -0.008377 0.011094 1.386346 0.056786
4.401 -0.008377 0.011093 1.407290 0.056787
4.502 -0.008416 0.010856 1.461395 0.057027
4.604 -0.008389 0.011141 1.487575 0.057313
4.701 -0.008394 0.011059 1.498221 0.057396
4.801 -0.008399 0.011124 1.540109 0.057461
4.901 -0.008391 0.011547 1.561053 0.057884
5.001 -0.008384 0.011026 1.596134 0.058404
5.101 -0.008384 0.011004 1.641513 0.058426
5.201 -0.008384 0.011007 1.662457 0.058429
5.301 -0.008357 0.010748 1.700854 0.058689
5.401 -0.008436 0.011285 1.734190 0.059232
5.517 -0.008381 0.010993 1.764035 0.059529
5.602 -0.008408 0.011103 1.793706 0.059643
5.701 -0.038790 0.017244 1.847630 0.090640
5.801 -0.038714 0.016997 1.875555 0.090898
5.903 -0.038742 0.017069 1.913953 0.090976
6.001 -0.038826 0.017296 1.952350 0.091218
6.101 -0.038749 0.017112 1.971548 0.091416
6.202 -0.038645 0.016874 1.997728 0.091677
6.301 -0.038896 0.017386 2.051834 0.092247
6.401 -0.038785 0.017181 2.072777 0.092480
6.501 -0.038716 0.017059 2.102448 0.092620
6.601 -0.038878 0.017307 2.147827 0.092917
6.706 -0.038856 0.017275 2.179243 0.092956
6.802 -0.038844 0.017259 2.203677 0.092976
6.901 -0.038707 0.017087 2.252546 0.093196
7.003 -0.041665 0.021148 2.294231 0.098220
7.101 -0.041861 0.021366 2.316920 0.098514
7.201 -0.041440 0.020939 2.369280 0.099114
7.302 -0.041629 0.021114 2.393715 0.099372
7.401 -0.041662 0.021146 2.437348 0.099418
7.501 -0.041533 0.021041 2.467018 0.099584
7.602 -0.041724 0.021188 2.491453 0.099825
7.701 -0.041892 0.021309 2.536832 0.100032
7.801 -0.041710 0.021190 2.563012 0.100248
7.902 -0.041421 0.021010 2.606645 0.100589
8.001 -0.041663 0.021145 2.639806 0.100867
8.101 -0.041911 0.021278 2.665986 0.101148
8.201 -0.041558 0.021106 2.706303 0.101541
8.301 -0.041649 0.021147 2.734228 0.101641
8.412 -0.041447 0.021064 2.760408 0.101860
8.501 -0.036789 -0.002603 2.752789 0.125981
8.601 -0.036183 -0.002838 2.787695 0.126631
8.701 -0.036331 -0.002788 2.814050 0.126788
8.801 -0.036679 -0.002674 2.849131 0.127154
8.901 -0.036407 -0.002749 2.880547 0.127436
9.004 -0.036446 -0.002740 2.910217 0.127476
9.101 -0.036683 -0.002691 2.950360 0.127718
9.204 -0.036387 -0.002738 2.985266 0.128018
9.301 -0.036208 -0.002764 3.014763 0.128199
9.401 -0.036746 -0.002708 3.049669 0.128740
9.502 -0.036586 -0.002715 3.089986 0.128900
9.601 -0.036180 -0.002730 3.121402 0.129306
9.701 -0.036632 -0.002729 -3.135603 0.129758
9.803 -0.036771 -0.002724 -3.083243 0.129897
9.901 -0.036711 -0.002720 -3.055318 0.129957
10.001 -0.036915 -0.002741 -3.034374 0.130163
10.101 -0.002637 -0.020523 -2.945379 0.168780
10.202 -0.003124 -0.020630 -2.919199 0.169279
10.301 -0.003189 -0.020640 -2.889528 0.169344
10.401 -0.002916 -0.020568 -2.845895 0.169627
10.501 -0.002994 -0.020593 -2.819715 0.169708
10.601 -0.002843 -0.020539 -2.793535 0.169868
10.701 -0.002675 -0.020473 -2.744666 0.170048
10.803 -0.002836 -0.020546 -2.714995 0.170225
10.901 -0.002855 -0.020554 -2.688815 0.170245
11.003 -0.003039 -0.020651 -2.639946 0.170454
11.103 -0.003021 -0.020640 -2.615511 0.170475
