# t_sec x y yaw_rad cum_dist_m
0.103 0.006273 -0.000820 0.007813 0.000000
0.202 0.006273 -0.000820 0.007813 0.000000
0.302 0.006273 -0.000820 0.007813 0.000000
0.401 0.007838 -0.000822 0.007821 0.001564
0.502 0.007838 -0.000822 0.007821 0.001564
0.602 0.007838 -0.000822 0.007821 0.001564
0.701 0.007838 -0.000822 0.007821 0.001564
0.803 0.007838 -0.000822 0.007821 0.001564
0.901 0.007838 -0.000822 0.007821 0.001564
1.007 0.007838 -0.000822 0.007821 0.001564
1.102 0.007838 -0.000822 0.007821 0.001564
1.201 0.007838 -0.000822 0.007821 0.001564
1.301 0.007838 -0.000822 0.007821 0.001564
1.402 0.007838 -0.000822 0.007821 0.001564
1.501 0.007838 -0.000822 0.007821 0.001564
1.602 0.007838 -0.000822 0.007821 0.001564
1.704 0.007838 -0.000822 0.007821 0.001564
1.802 0.007838 -0.000822 0.007821 0.001564
1.902 0.007838 -0.000822 0.007821 0.001564
2.002 0.007838 -0.000822 0.007821 0.001564
2.103 0.007838 -0.000822 0.007821 0.001564
2.201 0.007818 -0.000822 0.007821 0.001584
2.302 0.007899 -0.000821 0.030510 0.001665
2.402 0.007756 -0.000824 0.060181 0.001808
2.502 0.007872 -0.000816 0.082870 0.001924
2.601 0.008012 -0.000805 0.117776 0.002064
2.701 0.008208 -0.000773 0.163155 0.002263
2.802 0.008702 -0.000687 0.184099 0.002764
2.901 0.008378 -0.000753 0.224242 0.003094
3.002 0.008782 -0.000652 0.264384 0.003511
3.101 0.008629 -0.000696 0.294055 0.003671
3.201 0.008923 -0.000605 0.323725 0.003978
3.302 0.009092 -0.000543 0.365613 0.004158
3.401 0.009094 -0.000543 0.397029 0.004161
3.501 0.009054 -0.000557 0.431761 0.004203
3.601 0.037769 -0.000924 0.500323 0.032921
3.702 0.038048 -0.000766 0.524758 0.033241
3.802 0.038047 -0.000766 0.566646 0.033242
3.905 0.038148 -0.000701 0.587590 0.033362
4.002 0.038301 -0.000602 0.636459 0.033544
4.102 0.038203 -0.000674 0.669620 0.033665
4.201 0.038326 -0.000573 0.692309 0.033824
4.303 0.038930 -0.000046 0.742924 0.034626
4.406 0.038803 -0.000169 0.767359 0.034803
4.502 0.038943 -0.000026 0.798775 0.035003
4.602 0.039242 0.000297 0.824954 0.035443
4.702 0.039299 0.000354 0.866842 0.035523
4.802 0.039334 0.000401 0.896513 0.035582
4.902 0.039428 0.000510 0.945382 0.035726
5.002 0.039621 0.000787 0.968421 0.036063
5.101 0.029931 0.004628 0.998065 0.046487
5.211 0.029941 0.004642 1.038382 0.046504
5.301 0.030115 0.004959 1.068053 0.046866
5.415 0.030216 0.005140 1.104704 0.047073
5.502 0.030030 0.004757 1.146592 0.047499
5.602 0.030182 0.005107 1.174518 0.047880
5.702 0.030272 0.005333 1.200698 0.048124
5.802 0.030230 0.005219 1.251312 0.048245
5.902 0.030254 0.005296 1.279237 0.048325
6.002 0.030296 0.005449 1.307163 0.048483
6.102 0.030447 0.006053 1.356032 0.049106
6.201 0.030371 0.005677 1.383957 0.049489
6.302 0.030422 0.005993 1.418689 0.049809
6.403 0.030453 0.006178 1.459006 0.049996
6.502 0.030443 0.006080 1.486757 0.050095
6.602 0.030452 0.006318 1.528819 0.050333
6.702 0.000123 0.014244 1.560061 0.081681
6.802 0.000126 0.014381 1.586241 0.081818
6.902 0.000145 0.013963 1.624638 0.082237
7.002 0.000093 0.014586 1.663035 0.082863
7.102 0.000024 0.015217 1.692706 0.083497
7.205 0.000162 0.014277 1.731103 0.084447
7.301 0.000027 0.014980 1.764265 0.085163
7.402 -0.000040 0.015313 1.795680 0.085503
7.501 0.000013 0.015102 1.827096 0.085721
7.602 0.000003 0.015140 1.868984 0.085760
7.702 -0.000055 0.015308 1.896910 0.085937
7.802 -0.000160 0.015605 1.919599 0.086253
